N° rue,Nom rue,Nb electeurs,Ouvertes,Frappées,Total par BV (ouvertes/frappées)
5,RUE ROGER SALENGRO,49,,,
17,RUE ROGER SALENGRO,46,,,
7,RUE ROGER SALENGRO,43,,,
6,RUE DE LA CORDERIE,38,,,
2B,RUE DU MONT D OR,27,,,
11,RUE CHINARD,26,,,
10,RUE DE LA CORDERIE,25,,,
17,QUAI JAYR,24,,,
3,RUE DE LA CORDERIE,23,,,
10,RUE MARIETTON,23,,,
31,QUAI JAYR,22,,,
14B,RUE MARIETTON,21,,,
38,QUAI JAYR,20,,,
15,RUE CHINARD,20,,,
14,RUE DE SAINT CYR,20,,,
1,RUE MARIETTON,19,,,
4,RUE MARIETTON,19,,,
31,GRANDE RUE DE VAISE,18,,,
19,QUAI JAYR,18,,,
11,RUE ROQUETTE,18,,,
43,QUAI JAYR,16,,,
44,QUAI JAYR,16,,,
35,GRANDE RUE DE VAISE,14,,,
41,QUAI JAYR,14,,,
8,RUE DU MONT D OR,14,,,
12,RUE MARIETTON,14,,,
16,RUE MARIETTON,14,,,
3,RUE ROGER SALENGRO,14,,,
21,QUAI JAYR,13,,,
8,RUE DE LA CORDERIE,13,,,
33,GRANDE RUE DE VAISE,12,,,
32,QUAI JAYR,12,,,
8,RUE DE BOURGOGNE,12,,,
7,RUE DU MONT D OR,12,,,
2,RUE MARIETTON,12,,,
20,PLACE VALMY,11,,,
27,QUAI JAYR,11,,,
22,RUE DE BOURGOGNE,11,,,
14,RUE DE LA CORDERIE,11,,,
2,RUE DE SAINT CYR,11,,,
15,RUE MARIETTON,11,,,
3,RUE ROQUETTE,11,,,
37,GRANDE RUE DE VAISE,10,,,
42,QUAI JAYR,10,,,
45B,QUAI JAYR,10,,,
17,RUE CHINARD,10,,,
10,RUE DE BOURGOGNE,10,,,
8B,RUE DE LA CORDERIE,10,,,
12,RUE DE SAINT CYR,10,,,
8,RUE DE SAINT CYR,10,,,
14,RUE DU MONT D OR,10,,,
27,GRANDE RUE DE VAISE,9,,,
24,RUE DE BOURGOGNE,9,,,
18,RUE MARIETTON,9,,,
1,RUE ROQUETTE,9,,,
21,GRANDE RUE DE VAISE,8,,,
46,QUAI JAYR,8,,,
18,RUE DE BOURGOGNE,8,,,
6,RUE DE BOURGOGNE,8,,,
39,QUAI JAYR,7,,,
12,RUE DE BOURGOGNE,7,,,
19,RUE DU MONT D OR,7,,,
3,RUE MASARYK,7,,,
25,GRANDE RUE DE VAISE,6,,,
7,ROND POINT DES MONTS D OR,6,,,
15B,RUE CHINARD,6,,,
29,RUE DE LA CORDERIE,6,,,
4,RUE DU MONT D OR,6,,,
6,RUE MARIETTON,6,,,
8,RUE MARIETTON,6,,,
1,RUE ROGER SALENGRO,6,,,
11,GRANDE RUE DE VAISE,5,,,
13,GRANDE RUE DE VAISE,5,,,
9,GRANDE RUE DE VAISE,5,,,
20,RUE DE BOURGOGNE,5,,,
2,RUE DU MONT D OR,5,,,
3,RUE DU MONT D OR,5,,,
36,QUAI JAYR,4,,,
15,RUE DE LA CORDERIE,4,,,
25,RUE DE LA CORDERIE,4,,,
10,RUE DE SAINT CYR,4,,,
2B,RUE DE SAINT CYR,4,,,
16,RUE DU MONT D OR,4,,,
9,RUE DU MONT D OR,4,,,
17,RUE MARIETTON,4,,,
7B,RUE MARIETTON,4,,,
35,QUAI JAYR,3,,,
37,QUAI JAYR,3,,,
14B,RUE DE LA CORDERIE,3,,,
19,RUE MARIETTON,3,,,
7,RUE MARIETTON,3,,,
13,RUE ROQUETTE,3,,,
17,GRANDE RUE DE VAISE,2,,,
23,GRANDE RUE DE VAISE,2,,,
34,QUAI JAYR,2,,,
15T,RUE CHINARD,2,,,
4,RUE DE LA CORDERIE,2,,,
17,RUE DU MONT D OR,2,,,
10B,RUE MARIETTON,2,,,
11,RUE MARIETTON,2,,,
37B,GRANDE RUE DE VAISE,1,,,
39,GRANDE RUE DE VAISE,1,,,
20B,PLACE VALMY,1,,,
45,QUAI JAYR,1,,,
22B,RUE DE BOURGOGNE,1,,,
17,RUE DE LA CORDERIE,1,,,
6,RUE DE SAINT CYR,1,,,
14,RUE MARIETTON,1,,,
3,RUE MARIETTON,1,,,
15,RUE ROQUETTE,1,,,
