N° rue,Nom rue,Nb electeurs,Ouvertes,Frappées,Total par BV (ouvertes/frappées)
61,RUE PIERRE AUDRY,67,,,
65,RUE PIERRE AUDRY,56,,,
36,RUE PIERRE AUDRY,45,,,
79,RUE PIERRE AUDRY,44,,,
51,RUE PIERRE AUDRY,35,,,
60,RUE PIERRE AUDRY,35,,,
95,RUE PIERRE AUDRY,29,,,
93,RUE PIERRE AUDRY,28,,,
91,RUE PIERRE AUDRY,26,,,
103,RUE PIERRE AUDRY,25,,,
87,RUE PIERRE AUDRY,25,,,
48,AVENUE BARTHELEMY BUYER,23,,,
101,RUE PIERRE AUDRY,23,,,
24,RUE PIERRE AUDRY,22,,,
47,RUE PIERRE AUDRY,22,,,
44,RUE PIERRE AUDRY,20,,,
62,RUE PIERRE AUDRY,20,,,
89,RUE PIERRE AUDRY,20,,,
40,RUE PIERRE AUDRY,18,,,
73,RUE PIERRE AUDRY,18,,,
107,RUE PIERRE AUDRY,17,,,
53,RUE PIERRE AUDRY,17,,,
105,RUE PIERRE AUDRY,16,,,
18,AVENUE BARTHELEMY BUYER,15,,,
40,AVENUE BARTHELEMY BUYER,15,,,
38,AVENUE BARTHELEMY BUYER,13,,,
74,RUE PIERRE AUDRY,13,,,
26,RUE PIERRE AUDRY,12,,,
20,AVENUE BARTHELEMY BUYER,11,,,
22,RUE PIERRE AUDRY,11,,,
4,RUE PIERRE AUDRY,11,,,
36,AVENUE BARTHELEMY BUYER,10,,,
28,RUE PIERRE AUDRY,10,,,
38,RUE PIERRE AUDRY,10,,,
42,RUE PIERRE AUDRY,10,,,
64,RUE PIERRE AUDRY,10,,,
2,RUE PIERRE AUDRY,9,,,
22,AVENUE BARTHELEMY BUYER,8,,,
46,RUE PIERRE AUDRY,8,,,
76,RUE PIERRE AUDRY,8,,,
16,AVENUE BARTHELEMY BUYER,7,,,
26,AVENUE BARTHELEMY BUYER,7,,,
34,AVENUE BARTHELEMY BUYER,7,,,
99,RUE PIERRE AUDRY,7,,,
30,AVENUE BARTHELEMY BUYER,6,,,
60,AVENUE BARTHELEMY BUYER,6,,,
52,AVENUE BARTHELEMY BUYER,5,,,
62,AVENUE BARTHELEMY BUYER,5,,,
76,AVENUE BARTHELEMY BUYER,5,,,
24,AVENUE BARTHELEMY BUYER,4,,,
58,AVENUE BARTHELEMY BUYER,3,,,
74,AVENUE BARTHELEMY BUYER,3,,,
80,AVENUE BARTHELEMY BUYER,3,,,
9,RUE DU BAS DE LOYASSE,3,,,
34,RUE PIERRE AUDRY,3,,,
97,RUE PIERRE AUDRY,3,,,
14,AVENUE BARTHELEMY BUYER,2,,,
28,AVENUE BARTHELEMY BUYER,2,,,
54,AVENUE BARTHELEMY BUYER,2,,,
56,AVENUE BARTHELEMY BUYER,2,,,
72,AVENUE BARTHELEMY BUYER,2,,,
11,RUE DU BAS DE LOYASSE,2,,,
3,RUE DU BAS DE LOYASSE,2,,,
3B,RUE DU BAS DE LOYASSE,2,,,
7B,RUE DU BAS DE LOYASSE,2,,,
14,RUE PIERRE AUDRY,2,,,
18,RUE PIERRE AUDRY,2,,,
32,AVENUE BARTHELEMY BUYER,1,,,
1,RUE DE LA PÉPINIÈRE ROYALE,1,,,
20,RUE PIERRE AUDRY,1,,,
6,RUE PIERRE AUDRY,1,,,
