N° rue,Nom rue,Nb electeurs,Ouvertes,Frappées,Total par BV (ouvertes/frappées)
7B,AVENUE JOANNES MASSET,51,,,
10,RUE DU 3 SEPTEMBRE 1944,43,,,
7,AVENUE JOANNES MASSET,40,,,
11,AVENUE JOANNES MASSET,38,,,
6,AVENUE JOANNES MASSET,37,,,
2,RUE DU 3 SEPTEMBRE 1944,34,,,
1,AVENUE JOANNES MASSET,32,,,
17,AVENUE JOANNES MASSET,32,,,
4,AVENUE JOANNES MASSET,32,,,
9,RUE DU 3 SEPTEMBRE 1944,32,,,
8,AVENUE JOANNES MASSET,31,,,
2,AVENUE JOANNES MASSET,29,,,
9,AVENUE JOANNES MASSET,29,,,
2,RUE DOCTEUR HORAND,29,,,
2,RUE LITTRE,29,,,
16,AVENUE JOANNES MASSET,28,,,
5,AVENUE JOANNES MASSET,28,,,
8,RUE DOCTEUR HORAND,28,,,
3,AVENUE JOANNES MASSET,27,,,
6,RUE DU 3 SEPTEMBRE 1944,27,,,
16,RUE DOCTEUR HORAND,25,,,
6,RUE DOCTEUR HORAND,23,,,
8,RUE DU 3 SEPTEMBRE 1944,23,,,
14,RUE DOCTEUR HORAND,21,,,
4,RUE DOCTEUR HORAND,18,,,
4,RUE DU 3 SEPTEMBRE 1944,18,,,
3,RUE DU 3 SEPTEMBRE 1944,17,,,
17B,AVENUE JOANNES MASSET,11,,,
7,RUE DU 3 SEPTEMBRE 1944,10,,,
79,RUE SAINT PIERRE DE VAISE,10,,,
98,RUE SAINT PIERRE DE VAISE,10,,,
13,AVENUE JOANNES MASSET,7,,,
14,RUE LITTRE,7,,,
51,RUE DU BOURBONNAIS,6,,,
5,RUE DU 3 SEPTEMBRE 1944,5,,,
55,RUE DU BOURBONNAIS,5,,,
25,RUE LITTRE,5,,,
45,RUE DU BOURBONNAIS,4,,,
13,RUE LITTRE,4,,,
3,RUE LITTRE,4,,,
7,RUE LITTRE,4,,,
9,RUE LITTRE,4,,,
90,RUE SAINT PIERRE DE VAISE,4,,,
14,AVENUE JOANNES MASSET,3,,,
12,RUE LITTRE,3,,,
20,RUE LITTRE,3,,,
26,RUE LITTRE,3,,,
28,RUE LITTRE,3,,,
29,RUE LITTRE,3,,,
33,RUE LITTRE,3,,,
88,RUE SAINT PIERRE DE VAISE,3,,,
12B,AVENUE JOANNES MASSET,2,,,
24,AVENUE JOANNES MASSET,2,,,
49,RUE DU BOURBONNAIS,2,,,
53,RUE DU BOURBONNAIS,2,,,
60,RUE GORGE DE LOUP,2,,,
1,RUE LITTRE,2,,,
23,RUE LITTRE,2,,,
24,RUE LITTRE,2,,,
27,RUE LITTRE,2,,,
30,RUE LITTRE,2,,,
5,RUE LITTRE,2,,,
92,RUE SAINT PIERRE DE VAISE,2,,,
14B,AVENUE JOANNES MASSET,1,,,
21,AVENUE JOANNES MASSET,1,,,
11,RUE LITTRE,1,,,
15,RUE LITTRE,1,,,
16,RUE LITTRE,1,,,
17,RUE LITTRE,1,,,
18,RUE LITTRE,1,,,
19,RUE LITTRE,1,,,
21,RUE LITTRE,1,,,
22,RUE LITTRE,1,,,
2T,RUE LITTRE,1,,,
86,RUE SAINT PIERRE DE VAISE,1,,,
96,RUE SAINT PIERRE DE VAISE,1,,,
