N° rue,Nom rue,Nb electeurs,Ouvertes,Frappées,Total par BV (ouvertes/frappées)
36,AVENUE ROSA PARKS,40,,,
45,AVENUE ROSA PARKS,28,,,
452,AVENUE DE LA SAUVEGARDE,27,,,
507,AVENUE DE LA SAUVEGARDE,26,,,
46,AVENUE ROSA PARKS,26,,,
413,RUE MARIUS DONJON,26,,,
33,AVENUE ROSA PARKS,24,,,
455,AVENUE DE LA SAUVEGARDE,21,,,
451,AVENUE DE LA SAUVEGARDE,20,,,
453,AVENUE DE LA SAUVEGARDE,20,,,
511,AVENUE DE LA SAUVEGARDE,17,,,
40,AVENUE ROSA PARKS,17,,,
37,RUE LOUIS JUTTET,17,,,
417,RUE MARIUS DONJON,17,,,
447,RUE MARIUS DONJON,17,,,
472,AVENUE DE LA SAUVEGARDE,16,,,
547,RUE DE BEER SHEVA,16,,,
443,RUE MARIUS DONJON,16,,,
517,AVENUE DE LA SAUVEGARDE,15,,,
519,AVENUE DE LA SAUVEGARDE,15,,,
29,AVENUE ROSA PARKS,15,,,
38,AVENUE ROSA PARKS,15,,,
35,RUE LOUIS JUTTET,15,,,
582,ALLEE DE LA SAUVEGARDE,14,,,
450,AVENUE DE LA SAUVEGARDE,14,,,
461,AVENUE DE LA SAUVEGARDE,14,,,
512,AVENUE DE LA SAUVEGARDE,14,,,
42,AVENUE ROSA PARKS,14,,,
558,AVENUE D ECULLY,13,,,
454,AVENUE DE LA SAUVEGARDE,13,,,
545,RUE DE BEER SHEVA,13,,,
445,RUE MARIUS DONJON,13,,,
460,AVENUE DE LA SAUVEGARDE,12,,,
515,AVENUE DE LA SAUVEGARDE,12,,,
463,AVENUE DE LA SAUVEGARDE,10,,,
510,AVENUE DE LA SAUVEGARDE,10,,,
419,RUE MARIUS DONJON,10,,,
550,AVENUE D ECULLY,9,,,
553,AVENUE D ECULLY,9,,,
555,AVENUE D ECULLY,9,,,
471,AVENUE DE LA SAUVEGARDE,9,,,
516,AVENUE DE LA SAUVEGARDE,9,,,
41,AVENUE ROSA PARKS,9,,,
415,RUE MARIUS DONJON,9,,,
444,RUE MARIUS DONJON,9,,,
446,RUE MARIUS DONJON,9,,,
581,ALLEE DE LA SAUVEGARDE,8,,,
462,AVENUE DE LA SAUVEGARDE,8,,,
513,AVENUE DE LA SAUVEGARDE,8,,,
514,AVENUE DE LA SAUVEGARDE,8,,,
31,AVENUE ROSA PARKS,8,,,
44,AVENUE ROSA PARKS,8,,,
544,RUE DE BEER SHEVA,8,,,
549,RUE DE BEER SHEVA,8,,,
418,RUE MARIUS DONJON,8,,,
551,AVENUE D ECULLY,7,,,
37,AVENUE ROSA PARKS,7,,,
548,RUE DE BEER SHEVA,7,,,
414,RUE MARIUS DONJON,7,,,
416,RUE MARIUS DONJON,7,,,
449,RUE MARIUS DONJON,7,,,
473,AVENUE DE LA SAUVEGARDE,6,,,
27,AVENUE ROSA PARKS,6,,,
541,RUE DE BEER SHEVA,6,,,
542,RUE DE BEER SHEVA,6,,,
543,RUE DE BEER SHEVA,6,,,
441,RUE MARIUS DONJON,6,,,
552,AVENUE D ECULLY,5,,,
559,AVENUE D ECULLY,5,,,
470,AVENUE DE LA SAUVEGARDE,5,,,
39,AVENUE ROSA PARKS,5,,,
546,RUE DE BEER SHEVA,5,,,
39,RUE LOUIS JUTTET,5,,,
448,RUE MARIUS DONJON,5,,,
1,ALLEE MARIUS DONJON,4,,,
556,AVENUE D ECULLY,4,,,
35,AVENUE ROSA PARKS,4,,,
540,RUE DE BEER SHEVA,4,,,
442,RUE MARIUS DONJON,4,,,
554,AVENUE D ECULLY,3,,,
518,AVENUE DE LA SAUVEGARDE,3,,,
525,RUE DE BEER SHEVA,3,,,
539,RUE DE BEER SHEVA,3,,,
557,AVENUE D ECULLY,2,,,
520,RUE DE BEER SHEVA,2,,,
531,RUE DE BEER SHEVA,2,,,
534,RUE DE BEER SHEVA,2,,,
3,ALLEE MARIUS DONJON,1,,,
445,ALLEE MARIUS DONJON,1,,,
48,ALLEE MARIUS DONJON,1,,,
49,ALLEE MARIUS DONJON,1,,,
5,ALLEE MARIUS DONJON,1,,,
562,AVENUE D ECULLY,1,,,
25,AVENUE DES SOURCES,1,,,
522,RUE DE BEER SHEVA,1,,,
524,RUE DE BEER SHEVA,1,,,
529,RUE DE BEER SHEVA,1,,,
532,RUE DE BEER SHEVA,1,,,
536,RUE DE BEER SHEVA,1,,,
570,RUE DE BEER SHEVA,1,,,
449B,RUE MARIUS DONJON,1,,,
