N° rue,Nom rue,Nb electeurs,Ouvertes,Frappées,Total par BV (ouvertes/frappées)
25,RUE DOCTEUR HORAND,43,,,
9,RUE DE LA GRANGE,38,,,
7,RUE COTTIN,34,,,
5,RUE DES NOUVELLES MAISONS,29,,,
16,RUE COTTIN,27,,,
28,RUE SERGENT MICHEL BERTHET,27,,,
3,PLACE DE LA RHODIACETA,26,,,
20,RUE COTTIN,26,,,
5,PLACE DE LA RHODIACETA,24,,,
41,RUE SAINT PIERRE DE VAISE,24,,,
43B,RUE SAINT PIERRE DE VAISE,24,,,
11,RUE COTTIN,22,,,
4,PLACE DE LA RHODIACETA,21,,,
43,RUE SAINT PIERRE DE VAISE,20,,,
24,RUE SERGENT MICHEL BERTHET,20,,,
19,RUE SAINT PIERRE DE VAISE,19,,,
15,RUE SERGENT MICHEL BERTHET,19,,,
15,RUE DES TANNEURS,18,,,
9,RUE COTTIN,17,,,
1,RUE DES TROIS MAISONS,16,,,
25,RUE DES TUILERIES,16,,,
26,RUE SERGENT MICHEL BERTHET,16,,,
10,RUE DES NOUVELLES MAISONS,15,,,
6,RUE SAINT DIDIER,13,,,
11,RUE SAINT DIDIER,12,,,
36,RUE SAINT PIERRE DE VAISE,12,,,
37,RUE SAINT PIERRE DE VAISE,12,,,
5,RUE DES DEUX PLACES,11,,,
6,RUE DES DEUX PLACES,11,,,
6,RUE DES NOUVELLES MAISONS,11,,,
1,RUE SAINT DIDIER,11,,,
64,RUE SAINT PIERRE DE VAISE,11,,,
4,RUE DUMAS,10,,,
9,RUE DES TUILERIES,9,,,
19,RUE SERGENT MICHEL BERTHET,9,,,
3,RUE ANTOINE BEROUD,8,,,
2,RUE DE LA CONCIERGERIE,8,,,
10,RUE DES BAINS,8,,,
27,RUE DES TUILERIES,8,,,
5B,RUE DES TUILERIES,8,,,
13,RUE SAINT DIDIER,8,,,
13,RUE SERGENT MICHEL BERTHET,8,,,
1,PLACE DUMAS DE LOIRE,7,,,
2,PLACE DUMAS DE LOIRE,7,,,
12,RUE DES NOUVELLES MAISONS,7,,,
8,RUE DES NOUVELLES MAISONS,7,,,
3,RUE DES TROIS MAISONS,7,,,
35,RUE SAINT PIERRE DE VAISE,7,,,
39B,RUE SAINT PIERRE DE VAISE,7,,,
48,RUE SAINT PIERRE DE VAISE,7,,,
56,RUE SAINT PIERRE DE VAISE,7,,,
8,PLACE DU MARCHE,6,,,
8,RUE DES DEUX PLACES,6,,,
4,RUE DES NOUVELLES MAISONS,6,,,
9,RUE DES NOUVELLES MAISONS,6,,,
13,RUE DES TANNEURS,6,,,
3,RUE DES TANNEURS,6,,,
4,RUE DES TROIS MAISONS,6,,,
17,RUE DES TUILERIES,6,,,
33,RUE DES TUILERIES,6,,,
5,RUE DES TUILERIES,6,,,
7,RUE DES TUILERIES,6,,,
5,RUE EUGENE BAUDIN,6,,,
2,RUE SAINT DIDIER,6,,,
44,RUE SAINT PIERRE DE VAISE,6,,,
62,RUE SAINT PIERRE DE VAISE,6,,,
78,RUE SAINT PIERRE DE VAISE,6,,,
25,RUE SERGENT MICHEL BERTHET,6,,,
35,RUE SERGENT MICHEL BERTHET,6,,,
12,GRANDE RUE DE VAISE,5,,,
4,RUE COTTIN,5,,,
14,RUE DES NOUVELLES MAISONS,5,,,
1,RUE DES TUILERIES,5,,,
29,RUE DES TUILERIES,5,,,
6,RUE DUMAS,5,,,
7,RUE DUMAS,5,,,
31,RUE SAINT PIERRE DE VAISE,5,,,
33,RUE SAINT PIERRE DE VAISE,5,,,
39,RUE SAINT PIERRE DE VAISE,5,,,
42,RUE SAINT PIERRE DE VAISE,5,,,
53,RUE SAINT PIERRE DE VAISE,5,,,
80,RUE SAINT PIERRE DE VAISE,5,,,
27,RUE SERGENT MICHEL BERTHET,5,,,
2,RUE COTTIN,4,,,
13,RUE DES BAINS,4,,,
7,RUE DES BAINS,4,,,
11,RUE DES TUILERIES,4,,,
23,RUE DES TUILERIES,4,,,
27,RUE SAINT PIERRE DE VAISE,4,,,
40,RUE SAINT PIERRE DE VAISE,4,,,
46,RUE SAINT PIERRE DE VAISE,4,,,
74B,RUE SAINT PIERRE DE VAISE,4,,,
76,RUE SAINT PIERRE DE VAISE,4,,,
8,GRANDE RUE DE VAISE,3,,,
2,PLACE SAINT DIDIER,3,,,
12,RUE COTTIN,3,,,
3,RUE DE LA CONCIERGERIE,3,,,
4,RUE DE LA CONCIERGERIE,3,,,
6,RUE DES BAINS,3,,,
7,RUE DES NOUVELLES MAISONS,3,,,
3,RUE DES PRES,3,,,
5,RUE DES PRES,3,,,
6,RUE DES PRES,3,,,
8,RUE DES PRES,3,,,
3,RUE DES TUILERIES,3,,,
29,RUE SAINT PIERRE DE VAISE,3,,,
33B,RUE SAINT PIERRE DE VAISE,3,,,
50,RUE SAINT PIERRE DE VAISE,3,,,
54,RUE SAINT PIERRE DE VAISE,3,,,
68,RUE SAINT PIERRE DE VAISE,3,,,
70,RUE SAINT PIERRE DE VAISE,3,,,
72,RUE SAINT PIERRE DE VAISE,3,,,
18,RUE SERGENT MICHEL BERTHET,3,,,
10,GRANDE RUE DE VAISE,2,,,
18,GRANDE RUE DE VAISE,2,,,
5,PLACE DUMAS DE LOIRE,2,,,
6,PLACE DUMAS DE LOIRE,2,,,
1,PLACE SAINT DIDIER,2,,,
1,RUE DES BAINS,2,,,
13,RUE DES TUILERIES,2,,,
15,RUE DES TUILERIES,2,,,
5,RUE DUMAS,2,,,
3,RUE EUGENE BAUDIN,2,,,
58,RUE GORGE DE LOUP,2,,,
52,RUE SAINT PIERRE DE VAISE,2,,,
2,GRANDE RUE DE VAISE,1,,,
16,IMPASSE DES TANNEURS,1,,,
3,PLACE DUMAS DE LOIRE,1,,,
11,RUE DES BAINS,1,,,
3,RUE DES BAINS,1,,,
5,RUE DES BAINS,1,,,
3,RUE DES DEUX PLACES,1,,,
2,RUE DES NOUVELLES MAISONS,1,,,
2,RUE DES PRES,1,,,
1,RUE DES TANNEURS,1,,,
9,RUE DES TANNEURS,1,,,
5,RUE DES TROIS MAISONS,1,,,
11B,RUE DES TUILERIES,1,,,
6,RUE EUGENE BAUDIN,1,,,
8,RUE SAINT DIDIER,1,,,
25,RUE SAINT PIERRE DE VAISE,1,,,
44B,RUE SAINT PIERRE DE VAISE,1,,,
11,RUE SERGENT MICHEL BERTHET,1,,,
29,RUE SERGENT MICHEL BERTHET,1,,,
