N° rue,Nom rue,Nb electeurs,Ouvertes,Frappées,Total par BV (ouvertes/frappées)
256,RUE DES ERABLES,52,,,
259,RUE DES ERABLES,46,,,
251,RUE DES ERABLES,45,,,
259B,RUE DES ERABLES,43,,,
119,RUE DU CHATEAU DE LA DUCHERE,43,,,
104,RUE JEAN FOURNIER,43,,,
257,RUE DES ERABLES,38,,,
258,RUE DES ERABLES,37,,,
116,RUE DU CHATEAU DE LA DUCHERE,36,,,
252,RUE DES ERABLES,34,,,
253,RUE DES ERABLES,34,,,
121,RUE DU CHATEAU DE LA DUCHERE,33,,,
123,RUE DU CHATEAU DE LA DUCHERE,31,,,
254,RUE DES ERABLES,30,,,
101,RUE JEAN FOURNIER,30,,,
250,RUE DES ERABLES,29,,,
120,RUE DU CHATEAU DE LA DUCHERE,29,,,
255,RUE DES ERABLES,28,,,
115,RUE DU CHATEAU DE LA DUCHERE,24,,,
117,RUE DU CHATEAU DE LA DUCHERE,24,,,
103,RUE JEAN FOURNIER,24,,,
113,RUE DU CHATEAU DE LA DUCHERE,23,,,
17,BOULEVARD DE LA DUCHERE,22,,,
118,RUE DU CHATEAU DE LA DUCHERE,21,,,
122,RUE DU CHATEAU DE LA DUCHERE,21,,,
102,RUE JEAN FOURNIER,21,,,
114,RUE DU CHATEAU DE LA DUCHERE,16,,,
