N° rue,Nom rue,Nb electeurs,Ouvertes,Frappées,Total par BV (ouvertes/frappées)
229,AVENUE BARTHELEMY BUYER,73,,,
8,RUE MAURICE BELLEMAIN,67,,,
207,AVENUE BARTHELEMY BUYER,41,,,
209,AVENUE BARTHELEMY BUYER,36,,,
16,RUE MAURICE BELLEMAIN,31,,,
62,RUE DE CHAMPVERT,29,,,
213,AVENUE BARTHELEMY BUYER,29,,,
211,AVENUE BARTHELEMY BUYER,26,,,
14,RUE MAURICE BELLEMAIN,26,,,
12,RUE MAURICE BELLEMAIN,25,,,
46,RUE DE CHAMPVERT,25,,,
48,RUE DE CHAMPVERT,24,,,
54,RUE DE CHAMPVERT,23,,,
60,RUE DE CHAMPVERT,22,,,
215,AVENUE BARTHELEMY BUYER,22,,,
225,AVENUE BARTHELEMY BUYER,21,,,
10,RUE MAURICE BELLEMAIN,21,,,
44,RUE DE CHAMPVERT,18,,,
52,RUE DE CHAMPVERT,18,,,
221,AVENUE BARTHELEMY BUYER,17,,,
66,RUE DE CHAMPVERT,17,,,
50,RUE DE CHAMPVERT,16,,,
219,AVENUE BARTHELEMY BUYER,16,,,
58,RUE DE CHAMPVERT,16,,,
64,RUE DE CHAMPVERT,16,,,
227,AVENUE BARTHELEMY BUYER,16,,,
18,RUE MAURICE BELLEMAIN,15,,,
56,RUE DE CHAMPVERT,15,,,
217,AVENUE BARTHELEMY BUYER,14,,,
6,RUE MAURICE BELLEMAIN,13,,,
223,AVENUE BARTHELEMY BUYER,13,,,
4,RUE MAURICE BELLEMAIN,10,,,
20,RUE MAURICE BELLEMAIN,10,,,
2B,RUE MAURICE BELLEMAIN,5,,,
,AVENUE BARTHELEMY BUYER,1,,,
2,RUE MAURICE BELLEMAIN,1,,,
