N° rue,Nom rue,Nb electeurs,Ouvertes,Frappées,Total par BV (ouvertes/frappées)
28,MONTEE SAINT BARTHELEMY,33,,,
3,PLACE GERSON,29,,,
4,PLACE DE FOURVIERE,24,,,
3,PLACE DE FOURVIERE,23,,,
2,MONTEE SAINT BARTHELEMY,19,,,
67,QUAI PIERRE SCIZE,18,,,
92,QUAI PIERRE SCIZE,17,,,
85,QUAI PIERRE SCIZE,15,,,
88,QUAI PIERRE SCIZE,15,,,
87,QUAI PIERRE SCIZE,14,,,
39,RUE DE MONTAUBAN,14,,,
63,QUAI PIERRE SCIZE,13,,,
89,QUAI PIERRE SCIZE,13,,,
1,B MONTEE DE LA CHANA,12,,,
111,QUAI PIERRE SCIZE,12,,,
55,QUAI PIERRE SCIZE,12,,,
90,QUAI PIERRE SCIZE,12,,,
24,MONTEE SAINT BARTHELEMY,11,,,
34,MONTEE SAINT BARTHELEMY,11,,,
2,PLACE GERSON,11,,,
58,QUAI PIERRE SCIZE,11,,,
5,RUE DE MONTAUBAN,11,,,
30,MONTEE SAINT BARTHELEMY,10,,,
86,QUAI PIERRE SCIZE,10,,,
23,RUE DE MONTAUBAN,10,,,
107,QUAI PIERRE SCIZE,9,,,
65,QUAI PIERRE SCIZE,9,,,
91,QUAI PIERRE SCIZE,9,,,
11,RUE SAINT PAUL,9,,,
9,RUE SAINT PAUL,9,,,
40,MONTEE SAINT BARTHELEMY,8,,,
108,QUAI PIERRE SCIZE,8,,,
110,QUAI PIERRE SCIZE,8,,,
53,QUAI PIERRE SCIZE,8,,,
61,QUAI PIERRE SCIZE,8,,,
64,QUAI PIERRE SCIZE,8,,,
37,RUE DE MONTAUBAN,8,,,
15,RUE SAINT PAUL,8,,,
34,B MONTEE SAINT BARTHELEMY,7,,,
1,MONTEE DE LA CHANA,7,,,
9,MONTEE DES CARMES DECHAUSSES,7,,,
106,QUAI PIERRE SCIZE,7,,,
113,QUAI PIERRE SCIZE,7,,,
66,QUAI PIERRE SCIZE,7,,,
76,QUAI PIERRE SCIZE,7,,,
80,QUAI PIERRE SCIZE,7,,,
81,QUAI PIERRE SCIZE,7,,,
19,RUE DE MONTAUBAN,7,,,
4,MONTEE SAINT BARTHELEMY,6,,,
114,QUAI PIERRE SCIZE,6,,,
60,QUAI PIERRE SCIZE,6,,,
75,QUAI PIERRE SCIZE,6,,,
77,QUAI PIERRE SCIZE,6,,,
14,MONTEE DES CARMES DECHAUSSES,5,,,
2,MONTEE DES CARMES DECHAUSSES,5,,,
6,MONTEE DES CARMES DECHAUSSES,5,,,
13,MONTEE SAINT BARTHELEMY,5,,,
2,PLACE DE FOURVIERE,5,,,
103,QUAI PIERRE SCIZE,5,,,
104,QUAI PIERRE SCIZE,5,,,
112,QUAI PIERRE SCIZE,5,,,
56,QUAI PIERRE SCIZE,5,,,
71,QUAI PIERRE SCIZE,5,,,
78,QUAI PIERRE SCIZE,5,,,
8,MONTEE NICOLAS DE LANGE,4,,,
32,MONTEE SAINT BARTHELEMY,4,,,
70,QUAI PIERRE SCIZE,4,,,
73,QUAI PIERRE SCIZE,4,,,
21,RUE DE MONTAUBAN,4,,,
12,MONTEE DES CARMES DECHAUSSES,3,,,
13,MONTEE DES CARMES DECHAUSSES,3,,,
19,MONTEE DES CARMES DECHAUSSES,3,,,
12,MONTEE NICOLAS DE LANGE,3,,,
7,MONTEE NICOLAS DE LANGE,3,,,
14,MONTEE SAINT BARTHELEMY,3,,,
38,MONTEE SAINT BARTHELEMY,3,,,
8,PLACE DE FOURVIERE,3,,,
57,QUAI PIERRE SCIZE,3,,,
62,QUAI PIERRE SCIZE,3,,,
68,QUAI PIERRE SCIZE,3,,,
69,QUAI PIERRE SCIZE,3,,,
72,QUAI PIERRE SCIZE,3,,,
14,RUE DE MONTAUBAN,3,,,
3,RUE DE MONTAUBAN,3,,,
3,RUE SAINT PAUL,3,,,
87,B QUAI PIERRE SCIZE,2,,,
37,B RUE DE MONTAUBAN,2,,,
5,B RUE DE MONTAUBAN,2,,,
36,MONTEE SAINT BARTHELEMY,2,,,
102,QUAI PIERRE SCIZE,2,,,
105,QUAI PIERRE SCIZE,2,,,
109,QUAI PIERRE SCIZE,2,,,
54,QUAI PIERRE SCIZE,2,,,
59,QUAI PIERRE SCIZE,2,,,
79,QUAI PIERRE SCIZE,2,,,
17,RUE DE MONTAUBAN,2,,,
1,RUE SAINT PAUL,2,,,
14,B RUE DE MONTAUBAN,1,,,
11,MONTEE DES CARMES DECHAUSSES,1,,,
4,MONTEE DES CARMES DECHAUSSES,1,,,
8,MONTEE DES CARMES DECHAUSSES,1,,,
11,MONTEE NICOLAS DE LANGE,1,,,
6,MONTEE NICOLAS DE LANGE,1,,,
9,MONTEE NICOLAS DE LANGE,1,,,
1,PLACE DE FOURVIERE,1,,,
7,PLACE GERSON,1,,,
1,RUE DE MONTAUBAN,1,,,
29,RUE DE MONTAUBAN,1,,,
19,RUE SAINT PAUL,1,,,
7,RUE SAINT PAUL,1,,,
34,T MONTEE SAINT BARTHELEMY,1,,,
