N° rue,Nom rue,Nb electeurs,Ouvertes,Frappées,Total par BV (ouvertes/frappées)
49,RUE PROFESSEUR PATEL,106,,,
37,RUE PROFESSEUR PATEL,104,,,
27,RUE PROFESSEUR PATEL,90,,,
16,RUE PROFESSEUR PATEL,76,,,
20,RUE PROFESSEUR PATEL,48,,,
14,RUE PROFESSEUR PATEL,46,,,
176,AVENUE BARTHELEMY BUYER,43,,,
29,RUE PROFESSEUR PATEL,26,,,
44,RUE PROFESSEUR PATEL,26,,,
25,RUE PROFESSEUR PATEL,25,,,
47,RUE PROFESSEUR PATEL,25,,,
17,RUE PROFESSEUR PATEL,21,,,
33,RUE PROFESSEUR PATEL,21,,,
42,RUE PROFESSEUR PATEL,19,,,
51,RUE PROFESSEUR PATEL,19,,,
18,RUE PROFESSEUR PATEL,16,,,
38,RUE PROFESSEUR PATEL,16,,,
19,RUE PROFESSEUR PATEL,13,,,
45,RUE PROFESSEUR PATEL,13,,,
23,RUE PROFESSEUR PATEL,11,,,
31,RUE PROFESSEUR PATEL,10,,,
15,RUE PROFESSEUR PATEL,9,,,
43,RUE PROFESSEUR PATEL,9,,,
40,RUE PROFESSEUR PATEL,8,,,
21,RUE PROFESSEUR PATEL,6,,,
39,RUE PROFESSEUR PATEL,6,,,
190,AVENUE BARTHELEMY BUYER,5,,,
23,RUE FRERE BENOIT,5,,,
53,RUE PROFESSEUR PATEL,5,,,
13,RUE FRERE BENOIT,4,,,
17,RUE FRERE BENOIT,4,,,
35,RUE PROFESSEUR PATEL,4,,,
174,AVENUE BARTHELEMY BUYER,3,,,
192,AVENUE BARTHELEMY BUYER,3,,,
2,IMPASSE FRERE BENOIT,3,,,
25,RUE FRERE BENOIT,3,,,
11,RUE FRERE BENOIT,2,,,
15,RUE FRERE BENOIT,2,,,
19,RUE FRERE BENOIT,2,,,
21,RUE FRERE BENOIT,2,,,
7,RUE FRERE BENOIT,2,,,
9,RUE FRERE BENOIT,2,,,
156,AVENUE BARTHELEMY BUYER,1,,,
3,RUE FRERE BENOIT,1,,,
5,RUE FRERE BENOIT,1,,,
12,RUE PROFESSEUR PATEL,1,,,
25B,RUE PROFESSEUR PATEL,1,,,
28,RUE PROFESSEUR PATEL,1,,,
46,RUE PROFESSEUR PATEL,1,,,
49T,RUE PROFESSEUR PATEL,1,,,
